33925;33608;
33925;33608;
33925;33608;
33926;33607;
33926;33607;
33926;33608;
33926;33608;
33925;33608;
33925;33608;
33925;33608;
33925;33608;
33925;33608;
33925;33608;
33925;33607;
33925;33607;
33925;33607;
33925;33607;
33924;33607;
33924;33607;
33924;33607;
33924;33607;
33924;33607;
33925;33608;
33925;33608;
33925;33608;
33926;33608;
33925;33608;
33925;33608;
33925;33608;
33924;33608;
33924;33608;
33924;33608;
33924;33608;
33924;33608;
33924;33608;
33924;33608;
33924;33608;
33924;33607;
33924;33608;
33924;33607;
33924;33607;
33924;33608;
33924;33607;
33923;33607;
33923;33607;
33924;33608;
33924;33608;
33925;33608;
33925;33608;
33925;33608;
33925;33608;
33925;33609;
33925;33609;
33925;33610;
33925;33610;
33926;33610;
33926;33610;
33926;33610;
33926;33610;
33926;33610;
33926;33610;
33926;33610;
33927;33609;
33926;33609;
33926;33609;
33926;33609;
33926;33609;
33926;33609;
33926;33609;
33926;33609;
33926;33609;
33926;33609;
33926;33609;
33926;33609;
33926;33609;
33926;33609;
33926;33609;
33926;33609;
33926;33609;
33926;33608;
33926;33608;
33926;33609;
33926;33609;
33926;33609;
33926;33609;
33926;33609;
33925;33609;
33925;33608;
33925;33608;
33925;33608;
33925;33608;
33925;33608;
33925;33608;
33925;33608;
33925;33609;
33925;33609;
33925;33609;
33925;33609;
33925;33609;
33925;33609;
33925;33609;
33925;33609;
33925;33609;
33924;33609;
33924;33609;
33924;33609;
33924;33608;
33924;33608;
33923;33597;
33905;33575;
33946;33642;
33824;33503;
33426;32596;
33166;32267;
33208;32214;
33320;32269;
33365;32302;
33408;32419;
33415;32478;
33426;32558;
33474;32579;
33502;32603;
33521;32672;
33582;32784;
33619;32848;
33664;32951;
33699;33043;
33702;33126;
33717;33202;
33726;33249;
33727;33273;
33745;33300;
33751;33284;
33791;33270;
33789;33227;
33816;33234;
33821;33250;
33834;33300;
33848;33336;
33848;33379;
33835;33414;
33830;33447;
33836;33460;
33834;33440;
33839;33421;
33840;33416;
33849;33416;
33874;33421;
33889;33412;
33895;33413;
33888;33427;
33879;33446;
33873;33462;
33872;33472;
33863;33477;
33866;33486;
33870;33482;
33882;33476;
33889;33468;
33890;33471;
33891;33479;
33891;33482;
33891;33477;
33888;33475;
33887;33480;
33887;33488;
33891;33492;
33893;33491;
33893;33494;
33890;33501;
33891;33509;
33895;33509;
33896;33503;
33892;33499;
33889;33501;
33891;33504;
33896;33501;
