33926;33612;
33926;33612;
33926;33612;
33926;33613;
33925;33613;
33926;33613;
33925;33613;
33926;33613;
33926;33613;
33926;33613;
33926;33613;
33926;33613;
33926;33612;
33926;33612;
33926;33611;
33927;33611;
33927;33611;
33928;33611;
33928;33611;
33929;33611;
33928;33610;
33928;33611;
33927;33611;
33927;33610;
33926;33610;
33926;33611;
33927;33611;
33928;33611;
33928;33611;
33928;33611;
33928;33612;
33927;33611;
33926;33611;
33926;33611;
33926;33610;
33926;33610;
33926;33610;
33926;33610;
33925;33611;
33925;33611;
33925;33612;
33925;33611;
33926;33611;
33926;33611;
33926;33611;
33926;33611;
33926;33611;
33926;33612;
33926;33612;
33926;33613;
33926;33612;
33926;33613;
33927;33612;
33927;33612;
33927;33611;
33927;33612;
33927;33612;
33927;33612;
33927;33612;
33927;33613;
33927;33613;
33928;33613;
33928;33612;
33929;33612;
33929;33611;
33929;33611;
33929;33611;
33929;33612;
33928;33612;
33929;33613;
33928;33612;
33928;33612;
33928;33612;
33928;33612;
33928;33612;
33928;33612;
33928;33612;
33927;33612;
33927;33612;
33927;33613;
33927;33613;
33926;33613;
33927;33613;
33927;33614;
33928;33613;
33928;33614;
33929;33613;
33929;33612;
33929;33613;
33929;33613;
33930;33614;
33930;33615;
33930;33615;
33930;33615;
33929;33615;
33929;33614;
33928;33614;
33927;33614;
33927;33614;
33926;33615;
33926;33615;
33926;33614;
33926;33614;
33926;33614;
33926;33612;
33926;33611;
33926;33611;
33925;33611;
33926;33601;
33908;33581;
33947;33651;
33854;33581;
33546;32982;
33359;32849;
33416;32881;
33518;32925;
33550;32938;
33578;33012;
33573;33045;
33579;33101;
33604;33079;
33628;33093;
33637;33131;
33685;33199;
33702;33225;
33728;33287;
33741;33330;
33738;33376;
33738;33406;
33749;33423;
33750;33424;
33765;33433;
33769;33411;
33810;33402;
33803;33349;
33824;33353;
33824;33357;
33829;33393;
33845;33418;
33842;33439;
33836;33465;
33835;33481;
33841;33482;
33841;33460;
33841;33440;
33837;33437;
33843;33444;
33864;33447;
33880;33447;
33892;33450;
33892;33463;
33892;33478;
33884;33481;
33879;33488;
33869;33494;
33867;33502;
33872;33498;
33882;33489;
33890;33485;
33893;33493;
33894;33499;
33895;33499;
33895;33494;
33894;33496;
33896;33506;
33901;33515;
33905;33516;
33903;33512;
33897;33513;
33891;33520;
33890;33525;
33893;33520;
33898;33514;
33902;33517;
33907;33526;
33912;33533;
33914;33531;
33912;33528;
33907;33530;
33904;33536;
33904;33541;
33907;33541;
33909;33541;
33909;33542;
33909;33544;
33911;33543;
33911;33541;
33910;33541;
33910;33545;
33910;33549;
33912;33550;
33912;33550;
33912;33551;
33912;33553;
33911;33553;
33909;33552;
33907;33554;
33907;33559;
33910;33562;
33913;33561;
33916;33560;
33915;33559;
33914;33560;
33912;33562;
33912;33561;
33911;33561;
33912;33561;
33913;33562;
33915;33562;
33916;33560;
33915;33560;
33914;33561;
33914;33563;
33914;33564;
33915;33564;
33917;33565;
33917;33566;
33918;33567;
33917;33568;
33916;33568;
33914;33568;
33914;33569;
33915;33570;
33916;33569;
33917;33571;
33916;33572;
33916;33573;
33916;33571;
33916;33570;
33915;33570;
33915;33570;
33915;33572;
33916;33573;
33917;33574;
33917;33575;
33918;33576;
33918;33577;
33918;33577;
33917;33576;
33917;33577;
33917;33578;
33918;33578;
33919;33578;
33919;33577;
33918;33578;
33918;33578;
33918;33578;
33919;33578;
33919;33580;
33921;33580;
33922;33579;
33921;33578;
33920;33578;
33919;33578;
33919;33579;
33919;33579;
33919;33580;
33920;33580;
33920;33582;
33921;33583;
33921;33584;
33920;33584;
33919;33584;
33919;33585;
33920;33585;
33921;33585;
33921;33584;
33921;33585;
33922;33585;
33922;33585;
33921;33585;
33921;33584;
33921;33584;
33922;33583;
33922;33583;
33922;33584;
33922;33584;
33923;33584;
33922;33585;
33921;33585;
33921;33584;
33921;33585;
33921;33586;
33921;33586;
33921;33586;
33922;33586;
33922;33586;
33921;33586;
33921;33586;
33921;33586;
33921;33586;
33921;33586;
33921;33586;
33921;33586;
33921;33586;
33921;33586;
33922;33586;
33922;33586;
33923;33586;
33923;33586;
33922;33587;
33923;33588;
33923;33589;
33923;33589;
33923;33590;
33923;33590;
33924;33590;
33923;33590;
33923;33590;
33923;33591;
33922;33591;
33921;33592;
33922;33592;
33921;33592;
33921;33593;
33922;33592;
33921;33592;
33921;33592;
33921;33591;
33921;33592;
33921;33592;
33922;33592;
